case_id;event;timestamp;t_type;amount;electronic;framework_agr;nuts;country;cpv_division;cpv;case_len
EVAL0063;CONTRACT-START;2026-03-06;U;2120000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0063;CONTRACT-END;2026-04-25;U;2120000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0064;PUBLICATION;2026-02-03;W;2130000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0064;PARTICIPATION;2026-02-11;W;2130000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0064;AWARD;2026-03-08;W;2130000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0064;CONTRACT-START;2026-03-18;W;2130000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0064;CONTRACT-END;2026-05-07;W;2130000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0065;PUBLICATION;2026-02-14;S;2140000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0065;PARTICIPATION;2026-02-23;S;2140000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0065;AWARD;2026-03-20;S;2140000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0065;CONTRACT-START;2026-03-30;S;2140000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0065;CONTRACT-END;2026-05-19;S;2140000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0066;PUBLICATION;2026-02-25;U;2150000.0;N;N;ITI11;IT;33;33169100;5
EVAL0066;PARTICIPATION;2026-03-07;U;2150000.0;N;N;ITI11;IT;33;33169100;5
EVAL0066;AWARD;2026-04-01;U;2150000.0;N;N;ITI11;IT;33;33169100;5
EVAL0066;CONTRACT-START;2026-04-11;U;2150000.0;N;N;ITI11;IT;33;33169100;5
EVAL0066;CONTRACT-END;2026-05-31;U;2150000.0;N;N;ITI11;IT;33;33169100;5
EVAL0067;PUBLICATION;2026-03-08;W;2160000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0067;PARTICIPATION;2026-03-19;W;2160000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0067;AWARD;2026-04-13;W;2160000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0067;CONTRACT-START;2026-04-23;W;2160000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0067;CONTRACT-END;2026-06-12;W;2160000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0068;PUBLICATION;2026-03-19;S;2170000.0;N;N;ITI18;IT;45;45233120;5
EVAL0068;PARTICIPATION;2026-03-31;S;2170000.0;N;N;ITI18;IT;45;45233120;5
EVAL0068;AWARD;2026-04-25;S;2170000.0;N;N;ITI18;IT;45;45233120;5
EVAL0068;CONTRACT-START;2026-05-05;S;2170000.0;N;N;ITI18;IT;45;45233120;5
EVAL0068;CONTRACT-END;2026-06-24;S;2170000.0;N;N;ITI18;IT;45;45233120;5
EVAL0069;PUBLICATION;2026-03-30;U;2180000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0069;PARTICIPATION;2026-04-12;U;2180000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0069;AWARD;2026-05-07;U;2180000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0069;CONTRACT-START;2026-05-17;U;2180000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0069;CONTRACT-END;2026-07-06;U;2180000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0070;PUBLICATION;2026-04-10;W;2190000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0070;PARTICIPATION;2026-04-24;W;2190000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0070;AWARD;2026-05-19;W;2190000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0070;CONTRACT-START;2026-05-29;W;2190000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0070;CONTRACT-END;2026-07-18;W;2190000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0071;PUBLICATION;2026-04-21;S;2200000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0071;PARTICIPATION;2026-05-06;S;2200000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0071;AWARD;2026-05-31;S;2200000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0071;CONTRACT-START;2026-06-10;S;2200000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0071;CONTRACT-END;2026-07-30;S;2200000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0072;PUBLICATION;2026-05-02;U;2210000.0;N;N;ITI31;IT;30;30200000;5
EVAL0072;PARTICIPATION;2026-05-18;U;2210000.0;N;N;ITI31;IT;30;30200000;5
EVAL0072;AWARD;2026-06-12;U;2210000.0;N;N;ITI31;IT;30;30200000;5
EVAL0072;CONTRACT-START;2026-06-22;U;2210000.0;N;N;ITI31;IT;30;30200000;5
EVAL0072;CONTRACT-END;2026-08-11;U;2210000.0;N;N;ITI31;IT;30;30200000;5
EVAL0073;PUBLICATION;2026-05-13;W;2220000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0073;PARTICIPATION;2026-05-30;W;2220000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0073;AWARD;2026-06-24;W;2220000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0073;CONTRACT-START;2026-07-04;W;2220000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0073;CONTRACT-END;2026-08-23;W;2220000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0074;PUBLICATION;2026-05-24;S;2230000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0074;PARTICIPATION;2026-06-11;S;2230000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0074;AWARD;2026-07-06;S;2230000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0074;CONTRACT-START;2026-07-16;S;2230000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0074;CONTRACT-END;2026-09-04;S;2230000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0075;PUBLICATION;2026-06-04;U;2240000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0075;PARTICIPATION;2026-06-23;U;2240000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0075;AWARD;2026-07-18;U;2240000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0075;CONTRACT-START;2026-07-28;U;2240000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0075;CONTRACT-END;2026-09-16;U;2240000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0076;PUBLICATION;2026-06-15;W;2250000.0;N;N;ITI11;IT;33;33169100;5
EVAL0076;PARTICIPATION;2026-07-05;W;2250000.0;N;N;ITI11;IT;33;33169100;5
EVAL0076;AWARD;2026-07-30;W;2250000.0;N;N;ITI11;IT;33;33169100;5
EVAL0076;CONTRACT-START;2026-08-09;W;2250000.0;N;N;ITI11;IT;33;33169100;5
EVAL0076;CONTRACT-END;2026-09-28;W;2250000.0;N;N;ITI11;IT;33;33169100;5
EVAL0077;PUBLICATION;2026-06-26;S;2260000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0077;PARTICIPATION;2026-07-17;S;2260000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0077;AWARD;2026-08-11;S;2260000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0077;CONTRACT-START;2026-08-21;S;2260000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0077;CONTRACT-END;2026-10-10;S;2260000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0078;PUBLICATION;2026-07-07;U;2270000.0;N;N;ITI18;IT;45;45233120;5
EVAL0078;PARTICIPATION;2026-07-29;U;2270000.0;N;N;ITI18;IT;45;45233120;5
EVAL0078;AWARD;2026-08-23;U;2270000.0;N;N;ITI18;IT;45;45233120;5
EVAL0078;CONTRACT-START;2026-09-02;U;2270000.0;N;N;ITI18;IT;45;45233120;5
EVAL0078;CONTRACT-END;2026-10-22;U;2270000.0;N;N;ITI18;IT;45;45233120;5
EVAL0079;PUBLICATION;2026-07-18;W;2280000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0079;PARTICIPATION;2026-08-10;W;2280000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0079;AWARD;2026-09-04;W;2280000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0079;CONTRACT-START;2026-09-14;W;2280000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0079;CONTRACT-END;2026-11-03;W;2280000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0080;PUBLICATION;2026-07-29;S;2290000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0080;PARTICIPATION;2026-08-22;S;2290000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0080;AWARD;2026-09-16;S;2290000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0080;CONTRACT-START;2026-09-26;S;2290000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0080;CONTRACT-END;2026-11-15;S;2290000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0081;PUBLICATION;2026-08-09;U;2300000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0081;PARTICIPATION;2026-09-03;U;2300000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0081;AWARD;2026-09-28;U;2300000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0081;CONTRACT-START;2026-10-08;U;2300000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0081;CONTRACT-END;2026-11-27;U;2300000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0082;PUBLICATION;2026-08-20;W;2310000.0;N;N;ITI31;IT;30;30200000;5
EVAL0082;PARTICIPATION;2026-09-15;W;2310000.0;N;N;ITI31;IT;30;30200000;5
EVAL0082;AWARD;2026-10-10;W;2310000.0;N;N;ITI31;IT;30;30200000;5
EVAL0082;CONTRACT-START;2026-10-20;W;2310000.0;N;N;ITI31;IT;30;30200000;5
EVAL0082;CONTRACT-END;2026-12-09;W;2310000.0;N;N;ITI31;IT;30;30200000;5
EVAL0083;PUBLICATION;2026-08-31;S;2320000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0083;PARTICIPATION;2026-09-27;S;2320000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0083;AWARD;2026-10-22;S;2320000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0083;CONTRACT-START;2026-11-01;S;2320000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0083;CONTRACT-END;2026-12-21;S;2320000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0084;PUBLICATION;2026-09-11;U;2330000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0084;PARTICIPATION;2026-10-09;U;2330000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0084;AWARD;2026-11-03;U;2330000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0084;CONTRACT-START;2026-11-13;U;2330000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0084;CONTRACT-END;2027-01-02;U;2330000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0085;PUBLICATION;2026-09-22;W;2340000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0085;PARTICIPATION;2026-10-21;W;2340000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0085;AWARD;2026-11-15;W;2340000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0085;CONTRACT-START;2026-11-25;W;2340000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0085;CONTRACT-END;2027-01-14;W;2340000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0086;PUBLICATION;2026-10-03;S;2350000.0;N;N;ITI11;IT;33;33169100;5
EVAL0086;PARTICIPATION;2026-11-02;S;2350000.0;N;N;ITI11;IT;33;33169100;5
EVAL0086;AWARD;2026-11-27;S;2350000.0;N;N;ITI11;IT;33;33169100;5
EVAL0086;CONTRACT-START;2026-12-07;S;2350000.0;N;N;ITI11;IT;33;33169100;5
EVAL0086;CONTRACT-END;2027-01-26;S;2350000.0;N;N;ITI11;IT;33;33169100;5
EVAL0087;PUBLICATION;2026-10-14;U;2360000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0087;PARTICIPATION;2026-11-14;U;2360000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0087;AWARD;2026-12-09;U;2360000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0087;CONTRACT-START;2026-12-19;U;2360000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0087;CONTRACT-END;2027-02-07;U;2360000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0088;PUBLICATION;2026-10-25;W;2370000.0;N;N;ITI18;IT;45;45233120;5
EVAL0088;PARTICIPATION;2026-11-26;W;2370000.0;N;N;ITI18;IT;45;45233120;5
EVAL0088;AWARD;2026-12-21;W;2370000.0;N;N;ITI18;IT;45;45233120;5
EVAL0088;CONTRACT-START;2026-12-31;W;2370000.0;N;N;ITI18;IT;45;45233120;5
EVAL0088;CONTRACT-END;2027-02-19;W;2370000.0;N;N;ITI18;IT;45;45233120;5
EVAL0089;PUBLICATION;2026-11-05;S;2380000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0089;PARTICIPATION;2026-12-08;S;2380000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0089;AWARD;2027-01-02;S;2380000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0089;CONTRACT-START;2027-01-12;S;2380000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0089;CONTRACT-END;2027-03-03;S;2380000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0090;PUBLICATION;2026-11-16;U;2390000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0090;PARTICIPATION;2026-12-20;U;2390000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0090;AWARD;2027-01-14;U;2390000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0090;CONTRACT-START;2027-01-24;U;2390000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0090;CONTRACT-END;2027-03-15;U;2390000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0091;PUBLICATION;2026-11-27;W;2400000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0091;PARTICIPATION;2027-01-01;W;2400000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0091;AWARD;2027-01-26;W;2400000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0091;CONTRACT-START;2027-02-05;W;2400000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0091;CONTRACT-END;2027-03-27;W;2400000.0;Y;N;ITI11;IT;33;33169100;5
EVAL0092;PUBLICATION;2026-12-08;S;2410000.0;N;N;ITI31;IT;30;30200000;5
EVAL0092;PARTICIPATION;2027-01-13;S;2410000.0;N;N;ITI31;IT;30;30200000;5
EVAL0092;AWARD;2027-02-07;S;2410000.0;N;N;ITI31;IT;30;30200000;5
EVAL0092;CONTRACT-START;2027-02-17;S;2410000.0;N;N;ITI31;IT;30;30200000;5
EVAL0092;CONTRACT-END;2027-04-08;S;2410000.0;N;N;ITI31;IT;30;30200000;5
EVAL0093;PUBLICATION;2026-12-19;U;2420000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0093;PARTICIPATION;2027-01-25;U;2420000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0093;AWARD;2027-02-19;U;2420000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0093;CONTRACT-START;2027-03-01;U;2420000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0093;CONTRACT-END;2027-04-20;U;2420000.0;Y;N;ITI18;IT;45;45233120;5
EVAL0094;PUBLICATION;2026-12-30;W;2430000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0094;PARTICIPATION;2027-02-06;W;2430000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0094;AWARD;2027-03-03;W;2430000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0094;CONTRACT-START;2027-03-13;W;2430000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0094;CONTRACT-END;2027-05-02;W;2430000.0;N;N;ITI4C;IT;50;50421000;5
EVAL0095;PUBLICATION;2027-01-10;S;2440000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0095;PARTICIPATION;2027-02-18;S;2440000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0095;AWARD;2027-03-15;S;2440000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0095;CONTRACT-START;2027-03-25;S;2440000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0095;CONTRACT-END;2027-05-14;S;2440000.0;Y;Y;ITI43;IT;33;33124110;5
EVAL0096;PUBLICATION;2027-01-21;U;2450000.0;N;N;ITI11;IT;33;33169100;5
EVAL0096;PARTICIPATION;2027-03-02;U;2450000.0;N;N;ITI11;IT;33;33169100;5
EVAL0096;AWARD;2027-03-27;U;2450000.0;N;N;ITI11;IT;33;33169100;5
EVAL0096;CONTRACT-START;2027-04-06;U;2450000.0;N;N;ITI11;IT;33;33169100;5
EVAL0096;CONTRACT-END;2027-05-26;U;2450000.0;N;N;ITI11;IT;33;33169100;5
EVAL0097;PUBLICATION;2027-02-01;W;2460000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0097;PARTICIPATION;2027-03-14;W;2460000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0097;AWARD;2027-04-08;W;2460000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0097;CONTRACT-START;2027-04-18;W;2460000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0097;CONTRACT-END;2027-06-07;W;2460000.0;Y;N;ITI31;IT;30;30200000;5
EVAL0098;PUBLICATION;2027-02-12;S;2470000.0;N;N;ITI18;IT;45;45233120;5
EVAL0098;PARTICIPATION;2027-03-26;S;2470000.0;N;N;ITI18;IT;45;45233120;5
EVAL0098;AWARD;2027-04-20;S;2470000.0;N;N;ITI18;IT;45;45233120;5
EVAL0098;CONTRACT-START;2027-04-30;S;2470000.0;N;N;ITI18;IT;45;45233120;5
EVAL0098;CONTRACT-END;2027-06-19;S;2470000.0;N;N;ITI18;IT;45;45233120;5
EVAL0099;PUBLICATION;2027-02-23;U;2480000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0099;PARTICIPATION;2027-04-07;U;2480000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0099;AWARD;2027-05-02;U;2480000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0099;CONTRACT-START;2027-05-12;U;2480000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0099;CONTRACT-END;2027-07-01;U;2480000.0;Y;N;ITI4C;IT;50;50421000;5
EVAL0100;PUBLICATION;2027-03-06;W;2490000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0100;PARTICIPATION;2027-04-19;W;2490000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0100;AWARD;2027-05-14;W;2490000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0100;CONTRACT-START;2027-05-24;W;2490000.0;N;Y;ITI43;IT;33;33124110;5
EVAL0100;CONTRACT-END;2027-07-13;W;2490000.0;N;Y;ITI43;IT;33;33124110;5
